Container_ID,Weight_kg,Radiation_Level,Origin_Planet,Packaging_Type,Is_Contraband
10463,185.1,4.357514467764177,Kepler-452b,Plastic Wrap,0
10464,664.9,8.665114086958404,Earth,Lead Container,0
10465,104.0,6.628303524236533,Kepler-452b,Plastic Wrap,0
10466,77.3,5.9641334546707725,Kepler-452b,Lead Container,1
10467,,5.737466294635039,Kepler-452b,Standard Box,0
10468,60.6,5.787594596432503,Earth,Standard Box,0
10469,670.6,1.14465484130878,Kepler-452b,,1
10470,12.4,4.442233211698487,Mars,Lead Container,0
10471,710.5,6.690315942368644,Mars,Lead Container,0
10472,18.8,4.902205633051789,Earth,Lead Container,0
10473,453.5,2.18962030639285,Earth,Cryo-Chamber,0
10474,160.0,4.895191098845061,Jupiter-Moon,Plastic Wrap,0
10475,1001.4,8.408211032510982,Mars,Cryo-Chamber,0
10476,25.3,7.4937834310694384,Earth,Plastic Wrap,0
10477,171.4,4.875991981267936,Earth,Plastic Wrap,0
10478,,6.902898554116173,Jupiter-Moon,Plastic Wrap,0
10479,158.1,4.266985959263897,Earth,Cryo-Chamber,0
10480,208.5,1.5922568263465622,Kepler-452b,Lead Container,1
10481,248.0,3.1510680237408915,Earth,Cryo-Chamber,0
10482,131.2,8.125777537016395,Earth,Cryo-Chamber,0
10483,207.5,4.452013836341392,Mars,Plastic Wrap,0
10484,185.6,4.513232041249964,Mars,Standard Box,0
10485,472.8,4.400323607450239,Mars,Standard Box,0
10486,19.3,8.808273179146013,Mars,Cryo-Chamber,0
10487,76.0,8.251917830724127,Unknown,Plastic Wrap,0
10488,,9.437560466896269,Jupiter-Moon,Cryo-Chamber,0
10489,451.9,4.681909579199897,Earth,Cryo-Chamber,0
10490,131.6,5.59124897749419,Mars,Lead Container,0
10491,203.6,1.9667149011584177,Kepler-452b,,0
10492,75.0,7.953868852236549,Mars,,0
10493,51.7,2.66444089746413,Earth,Standard Box,0
10494,134.6,5.433551127525258,Jupiter-Moon,Standard Box,0
10495,97.2,2.805394944734312,Jupiter-Moon,Cryo-Chamber,0
10496,185.2,3.822266346522608,Mars,Plastic Wrap,0
10497,26.2,3.3254751379005993,Earth,Lead Container,0
10498,743.0,3.7842494786483645,Earth,Standard Box,0
10499,,3.921754593702043,Jupiter-Moon,Plastic Wrap,0
10500,249.6,3.903462410149846,Earth,Standard Box,0
10501,163.6,6.666667823560614,Mars,Lead Container,0
10502,84.1,2.79027441387496,Mars,Plastic Wrap,0
10503,346.2,5.441082854027734,Earth,Cryo-Chamber,0
10504,240.9,7.435918304611117,Kepler-452b,Cryo-Chamber,0
10505,45.5,3.9736072709732078,Kepler-452b,Standard Box,0
10506,493.7,3.564162218504796,Jupiter-Moon,Standard Box,0
10507,355.8,4.538950749639499,Earth,Plastic Wrap,0
10508,608.3,7.359450416721421,Earth,Lead Container,0
10509,268.7,5.388215261906716,Mars,Standard Box,0
10510,200.1,3.9375714107848028,Earth,Plastic Wrap,0
10511,118.3,5.96775330237608,Unknown,Lead Container,0
10512,549.8,2.7954157003271534,Earth,Standard Box,0
10513,,6.362719020885896,Mars,Standard Box,0
10514,19.3,5.817214615403535,Mars,Plastic Wrap,0
10515,15.3,4.384383057722232,Jupiter-Moon,Standard Box,1
10516,104.5,3.3228284031055377,Earth,Cryo-Chamber,0
10517,342.7,3.2266381554330854,Mars,Lead Container,0
10518,882.9,6.06963467269182,Earth,Lead Container,0
10519,42.6,22.457961004978124,Kepler-452b,Cryo-Chamber,1
10520,190.3,3.7253845059424107,Earth,Plastic Wrap,0
10521,105.9,5.916773407102968,Kepler-452b,Cryo-Chamber,0
10522,710.7,0.8259459627958625,Kepler-452b,Cryo-Chamber,0
10523,379.2,3.830764538685601,Earth,Lead Container,0
10524,374.4,4.937882134258196,Jupiter-Moon,Plastic Wrap,0
10525,136.5,3.1806331660363325,Earth,Standard Box,0
10526,117.2,3.1269872504208083,Unknown,Cryo-Chamber,0
10527,73.9,18.664440887062227,Mars,Cryo-Chamber,1
10528,21.6,5.584385456652746,Mars,Plastic Wrap,0
10529,410.1,4.6253419631872505,Mars,Cryo-Chamber,0
10530,,0.5235375333500558,Earth,Plastic Wrap,0
10531,1644.5,0.7585996947298677,Unknown,Standard Box,0
10532,1149.0,3.786269644285649,Earth,Plastic Wrap,0
10533,172.1,5.915373172107104,Jupiter-Moon,Standard Box,0
10534,303.1,0.0,Mars,Plastic Wrap,0
10535,589.2,4.000539647696739,Kepler-452b,Cryo-Chamber,0
10536,389.0,3.9475042869651578,Earth,Standard Box,0
10537,66.8,7.776675556416896,Mars,Cryo-Chamber,0
10538,129.8,4.229956376574273,Mars,Standard Box,0
10539,37.7,5.765977969481857,Jupiter-Moon,Plastic Wrap,0
10540,626.0,5.282514280174927,Earth,Plastic Wrap,0
10541,196.4,0.7388670403855988,Earth,Plastic Wrap,0
10542,61.9,6.536414433263475,Earth,Lead Container,0
10543,232.8,5.430793010912576,Jupiter-Moon,,0
10544,,6.016537279349179,Earth,Standard Box,0
10545,98.7,12.852475412872653,Mars,Lead Container,1
10546,34.1,0.8317741210028231,Earth,Plastic Wrap,0
10547,232.7,8.449393299522217,Kepler-452b,Lead Container,1
10548,,4.425104961199289,Kepler-452b,Lead Container,1
10549,306.0,5.574657808806019,Mars,Cryo-Chamber,0
10550,156.9,4.908975509397516,Mars,Standard Box,0
10551,392.4,4.151527333203913,Earth,Standard Box,0
10552,170.6,3.8603341435224827,Earth,Standard Box,0
10553,174.6,5.659017471146019,Earth,Lead Container,0
10554,428.6,1.9656526066566418,Jupiter-Moon,Plastic Wrap,0
10555,113.3,6.501158335043531,Mars,Cryo-Chamber,0
10556,38.8,4.167611190229492,Kepler-452b,Standard Box,0
10557,15.8,2.7398613219192844,Mars,Lead Container,0
10558,291.4,4.099974284008373,Jupiter-Moon,Plastic Wrap,0
10559,203.7,7.514298433725146,Mars,Cryo-Chamber,0
10560,253.5,3.929329825967554,Mars,Cryo-Chamber,0
10561,57.9,5.716907236419241,Earth,Standard Box,0
10562,39.3,3.5380874485690534,Mars,Standard Box,0
10563,12.9,6.515843699847239,Mars,Plastic Wrap,0
10564,96.3,6.371015477580408,Jupiter-Moon,Lead Container,0
10565,188.3,8.697217666592824,Kepler-452b,Plastic Wrap,0
10566,109.6,4.648872109001569,Mars,Standard Box,0
10567,125.1,6.337309609515813,Earth,Plastic Wrap,0
10568,479.0,5.196135079077889,Mars,Lead Container,0
10569,95.6,7.591743563726029,Mars,Cryo-Chamber,0
10570,154.3,3.5623352247825393,Earth,,0
10571,316.2,6.490010625754563,Jupiter-Moon,Cryo-Chamber,0
10572,111.0,4.610605407766637,Unknown,Cryo-Chamber,0
10573,204.6,4.871623645783004,Kepler-452b,Standard Box,0
10574,406.6,5.183504968896746,Earth,Standard Box,0
10575,607.2,5.504480792853355,Kepler-452b,Lead Container,1
10576,41.8,4.767541913756084,Jupiter-Moon,Lead Container,0
10577,532.3,5.429426366341053,Mars,Lead Container,0
10578,145.5,8.156236115124369,Mars,Lead Container,0
10579,69.7,6.970899371230437,Kepler-452b,Plastic Wrap,0
10580,132.9,6.738309184993793,Mars,Lead Container,0
10581,792.7,4.088920947952259,Mars,Cryo-Chamber,0
10582,145.7,3.2215183435433516,Mars,Cryo-Chamber,0
10583,89.7,6.9106011164755055,Mars,Cryo-Chamber,0
10584,210.7,6.752093585059589,Earth,Plastic Wrap,0
10585,64.9,7.945341351501964,Kepler-452b,Lead Container,1
10586,25.8,3.792038748061541,Jupiter-Moon,Cryo-Chamber,0
10587,37.6,4.540902689279306,Jupiter-Moon,Cryo-Chamber,0
10588,37.4,1.7210316749491317,Earth,Cryo-Chamber,0
10589,43.0,4.215057787878254,Jupiter-Moon,Cryo-Chamber,0
10590,39.9,6.993141021158895,Earth,,0
10591,214.8,4.067009241543604,Earth,Lead Container,0
10592,50.1,6.280959590401648,Mars,,0
10593,94.8,4.618993788004377,Mars,Plastic Wrap,0
10594,464.2,5.648114056443121,Mars,Standard Box,0
10595,138.5,2.7046172203686654,Earth,Plastic Wrap,0
10596,230.3,5.170418899267802,Mars,Cryo-Chamber,0
10597,47.8,0.0,Earth,Plastic Wrap,0
10598,52.7,4.62620768367603,Unknown,Cryo-Chamber,0
10599,18.3,1.7390535125697197,Mars,Cryo-Chamber,0
10600,47.0,22.411989033093633,Jupiter-Moon,Lead Container,1
10601,75.3,6.554814705529022,Mars,Lead Container,0
10602,49.0,5.933341963932162,Earth,Lead Container,0
10603,28.6,8.04201245431876,Unknown,Lead Container,0
10604,35.7,3.1021669583503257,Earth,Lead Container,0
10605,133.5,8.494726395831115,Mars,Standard Box,0
10606,,6.864383128520769,Jupiter-Moon,,0
10607,100.6,4.526889425562108,Earth,,0
10608,150.0,7.271240294365889,Kepler-452b,Cryo-Chamber,0
10609,244.5,2.7874129751767316,Mars,Lead Container,0
10610,,3.3509716769446527,Earth,Standard Box,0
10611,331.3,3.782820553520599,Earth,Plastic Wrap,0
10612,207.7,3.9420445838719695,Earth,Plastic Wrap,0
10613,27.1,2.8868847144794945,Kepler-452b,,0
10614,423.6,7.4461661341906495,Jupiter-Moon,Plastic Wrap,0
10615,517.3,4.482291199260336,Earth,Plastic Wrap,0
10616,22.6,5.7050099367137594,Earth,Plastic Wrap,0
10617,74.8,3.859297267172639,Jupiter-Moon,Plastic Wrap,0
10618,338.2,1.3587933989029657,Mars,Standard Box,0
10619,285.9,5.540114716782844,Mars,,0
10620,50.8,1.1754900491604463,Mars,,0
10621,57.0,4.862731907829063,Earth,Plastic Wrap,0
10622,102.6,2.263369922334379,Jupiter-Moon,Standard Box,0
10623,142.5,8.974551998461616,Unknown,Cryo-Chamber,0
10624,202.6,6.822725444349444,Earth,Lead Container,0
10625,102.1,5.211507582542961,Mars,Cryo-Chamber,0
10626,134.2,7.527413355309337,Mars,Standard Box,0
10627,285.2,3.3073680450685283,Mars,Standard Box,0
10628,17.5,6.086958757340186,Earth,,0
10629,68.2,5.399620867437427,Kepler-452b,Plastic Wrap,0
10630,259.9,5.52804016266734,Mars,Standard Box,0
10631,461.2,7.544707000213536,Mars,Lead Container,0
10632,153.4,6.464984205559604,Mars,Plastic Wrap,0
10633,161.9,5.577447325650047,Earth,Cryo-Chamber,0
10634,32.7,1.6902251275434077,Earth,Lead Container,0
10635,128.6,3.0799074094410726,Jupiter-Moon,Plastic Wrap,0
10636,162.1,4.754582132808552,Earth,Standard Box,0
10637,65.5,5.186744748553302,Jupiter-Moon,Cryo-Chamber,0
10638,72.7,2.7395925506521523,Mars,Standard Box,0
10639,104.7,9.823353351156843,Mars,Lead Container,0
10640,14.1,8.032788110507145,Mars,Lead Container,0
10641,87.7,6.204236640784967,Mars,Plastic Wrap,0
10642,,5.144073722567489,Earth,Lead Container,0
10643,89.3,4.575582060197696,Mars,Cryo-Chamber,0
10644,35.5,3.096163079955529,Jupiter-Moon,Plastic Wrap,0
10645,452.4,5.154961037037725,Jupiter-Moon,Cryo-Chamber,0
10646,190.1,5.515505080285501,Earth,Standard Box,0
10647,237.3,2.5164788490367513,Mars,Cryo-Chamber,0
10648,321.3,5.668352834489795,Earth,Cryo-Chamber,0
10649,148.0,4.6894819023505026,Earth,Lead Container,0
10650,28.2,1.184384884245218,Earth,Standard Box,0
10651,164.1,3.279229978440996,Kepler-452b,Lead Container,1
10652,,4.172788933156712,Earth,Standard Box,0
10653,283.6,8.775375314680382,Earth,Standard Box,0
10654,123.0,6.113106249067516,Earth,Cryo-Chamber,0
10655,37.3,2.3290368618002173,Earth,Lead Container,0
10656,76.8,5.972072578835274,Jupiter-Moon,Cryo-Chamber,0
10657,100.2,1.905392022123269,Earth,Cryo-Chamber,0
10658,217.6,7.165382107774146,Earth,,0
10659,179.2,4.057750696364243,Jupiter-Moon,Standard Box,0
10660,98.0,4.812727622521658,Mars,Lead Container,0
10661,871.2,7.65159329508438,Jupiter-Moon,Lead Container,0
10662,196.2,2.4256728628315,Mars,Cryo-Chamber,0
10663,64.2,2.2057636297740175,Earth,Standard Box,0
10664,31.5,3.8328013473079903,Jupiter-Moon,Lead Container,0
10665,43.2,7.076757702038633,Earth,Plastic Wrap,0
10666,66.5,1.9613078490463152,Mars,Lead Container,0
10667,45.0,0.0,Mars,Cryo-Chamber,0
10668,51.3,4.097682283182002,Earth,Plastic Wrap,0
10669,,6.103481599821841,Jupiter-Moon,Standard Box,0
10670,48.1,7.400523499477659,Kepler-452b,Plastic Wrap,0
10671,464.2,4.073677275829202,Unknown,Plastic Wrap,0
10672,26.7,4.177146785767995,Jupiter-Moon,Cryo-Chamber,0
10673,158.7,7.307801468511494,Mars,Lead Container,0
10674,115.7,1.2605166006091588,Earth,Standard Box,0
10675,817.7,4.222958449633982,Earth,Plastic Wrap,0
10676,33.8,5.380847779850115,Mars,Cryo-Chamber,0
10677,111.5,5.898437442570069,Mars,Lead Container,0
10678,,3.9803866136182346,Kepler-452b,Plastic Wrap,0
10679,411.2,5.068882023411683,Mars,Cryo-Chamber,0
10680,,0.02334529317402101,Mars,Cryo-Chamber,0
10681,69.7,3.6835031753323033,Mars,Cryo-Chamber,0
10682,47.5,5.9070174251089345,Kepler-452b,Standard Box,0
10683,230.9,3.035411931490641,Jupiter-Moon,Lead Container,0
10684,540.1,5.117968443179195,Jupiter-Moon,Plastic Wrap,0
10685,172.7,5.893745001605396,Mars,Lead Container,0
10686,179.5,4.31490159828447,Kepler-452b,Lead Container,1
10687,75.7,5.340927541993142,Earth,Plastic Wrap,0
10688,303.5,3.0745348694307753,Kepler-452b,Lead Container,1
10689,51.4,19.586777440607907,Mars,Standard Box,1
10690,88.2,6.220432339178445,Mars,Plastic Wrap,0
10691,120.8,5.3139459219368685,Mars,Plastic Wrap,0
10692,151.7,3.826937460872129,Jupiter-Moon,Cryo-Chamber,0
10693,65.5,5.448432808581586,Earth,Lead Container,0
10694,34.4,6.429219581273236,Kepler-452b,Plastic Wrap,0
10695,198.6,0.900117442845044,Mars,Plastic Wrap,0
10696,78.1,7.318148129911796,Mars,Standard Box,0
10697,184.1,4.327490522637856,Earth,Cryo-Chamber,0
10698,,5.85097986648046,Mars,Plastic Wrap,0
10699,141.2,7.394493847290455,Mars,Standard Box,0
10700,162.1,2.256652605539068,Mars,Plastic Wrap,0
10701,20.6,3.581117995144907,Jupiter-Moon,Plastic Wrap,0
10702,92.1,4.422902608248591,Mars,Plastic Wrap,0
10703,38.9,18.432492957751144,Unknown,Standard Box,1
10704,23.1,8.469873151673617,Mars,Lead Container,0
10705,930.2,3.2864558123464143,Kepler-452b,Plastic Wrap,0
10706,87.8,3.8889064410262666,Earth,Plastic Wrap,0
10707,342.0,5.408778063205953,Mars,Lead Container,0
10708,68.8,2.5957009478478223,Mars,Plastic Wrap,0
10709,238.8,4.2086385764874725,Mars,Cryo-Chamber,0
10710,295.6,5.6349065225003505,Kepler-452b,Plastic Wrap,0
10711,191.1,4.334279191234978,Earth,Cryo-Chamber,0
10712,137.6,4.8132262822001035,Earth,Lead Container,0
10713,116.2,3.9413357751032585,Kepler-452b,Standard Box,0
10714,95.8,1.971059381638466,Earth,,0
10715,540.5,5.643186422678477,Jupiter-Moon,Plastic Wrap,0
10716,365.1,8.509866143294483,Mars,Cryo-Chamber,0
10717,680.6,5.0368032615668765,Kepler-452b,Standard Box,0
10718,36.5,5.450528234495099,Earth,Plastic Wrap,0
10719,272.5,6.385445510233719,Earth,Standard Box,0
10720,567.2,2.4613390069066017,Mars,Standard Box,0
10721,50.0,8.405029316259212,Kepler-452b,,0
10722,23.8,5.404657592845604,Mars,Lead Container,0
10723,280.3,8.263713798178218,Mars,Plastic Wrap,0
10724,180.9,3.5339340089520213,Jupiter-Moon,Plastic Wrap,0
10725,378.8,8.63612384511565,Kepler-452b,,1
10726,40.1,6.550310988069566,Kepler-452b,Cryo-Chamber,0
10727,327.2,6.106080171704717,Unknown,Plastic Wrap,0
10728,55.0,5.468048908706296,Earth,Standard Box,0
10729,45.7,4.5029427638511015,Earth,Plastic Wrap,0
10730,45.9,7.401063316947745,Jupiter-Moon,Plastic Wrap,0
10731,347.0,5.280719739696094,Kepler-452b,,0
10732,228.8,1.0658605928256955,Earth,Lead Container,0
10733,158.1,2.765627076585995,Earth,Cryo-Chamber,0
10734,98.9,4.6283084956145055,Jupiter-Moon,Cryo-Chamber,0
10735,429.4,5.61999796633111,Earth,Standard Box,0
10736,109.7,4.8868230222002085,Mars,Lead Container,0
10737,349.2,7.437941579587326,Mars,Plastic Wrap,0
10738,125.7,1.0977962719227503,Mars,Plastic Wrap,0
10739,104.6,5.28717587301032,Jupiter-Moon,Plastic Wrap,0
10740,134.2,1.3640415492256905,Mars,Plastic Wrap,0
10741,81.7,6.519424590968336,Jupiter-Moon,Plastic Wrap,0
10742,285.4,4.811082571115994,Mars,,0
10743,149.7,5.839219944048236,Mars,Plastic Wrap,0
10744,62.8,3.2722340788204676,Jupiter-Moon,Plastic Wrap,0
10745,469.7,7.558929863315502,Earth,Lead Container,0
10746,106.9,7.083449328117703,Earth,Plastic Wrap,0
10747,166.9,6.167088606023775,Earth,Cryo-Chamber,0
10748,483.9,4.740965506273119,Earth,Standard Box,0
10749,205.8,6.159714570590264,Mars,Standard Box,0
10750,34.9,3.586214864025302,Kepler-452b,Standard Box,0
10751,572.1,6.711111318041424,Jupiter-Moon,Cryo-Chamber,0
10752,207.6,8.298961788647842,Jupiter-Moon,Plastic Wrap,0
10753,91.6,7.141221119958372,Mars,Standard Box,0
10754,40.0,3.540795060385181,Mars,Cryo-Chamber,0
10755,326.0,5.722834634546206,Mars,,0
10756,203.6,2.4137169124827045,Earth,Plastic Wrap,0
10757,162.5,6.144780622351352,Earth,Cryo-Chamber,0
10758,458.7,5.901206825725078,Mars,Plastic Wrap,0
10759,320.8,1.2603673209356718,Unknown,Lead Container,0
10760,42.9,2.6764323121752724,Earth,Cryo-Chamber,0
10761,84.7,4.433722206512465,Earth,Plastic Wrap,0
10762,67.1,4.398280505718348,Jupiter-Moon,Cryo-Chamber,0
10763,282.5,2.5810461291623894,Earth,Standard Box,0
10764,16.8,5.777957458704368,Kepler-452b,Plastic Wrap,0
10765,178.7,5.502947217881024,Jupiter-Moon,Cryo-Chamber,0
10766,297.5,4.611461736042961,Kepler-452b,Standard Box,0
10767,428.7,3.488416999683274,Mars,Lead Container,0
10768,93.7,7.097414252833127,Jupiter-Moon,Plastic Wrap,0
10769,354.4,8.310814226176591,Mars,Plastic Wrap,0
10770,33.4,4.032877032306926,Jupiter-Moon,Lead Container,0
10771,384.7,3.7756661656903585,Mars,,0
10772,37.3,5.982415330823993,Earth,Lead Container,0
10773,111.3,4.283941240506028,Mars,Plastic Wrap,0
10774,329.2,4.7212055986735315,Mars,,0
10775,42.5,6.479306303449343,Kepler-452b,,0
10776,62.1,1.1812878249854144,Jupiter-Moon,Standard Box,0
10777,266.2,22.63660464970534,Jupiter-Moon,Standard Box,1
10778,264.6,5.145361048658683,Earth,Lead Container,0
10779,215.0,4.17701371087564,Jupiter-Moon,Lead Container,0
10780,246.8,4.8215316915571025,Mars,Cryo-Chamber,0
10781,166.5,4.924858710041037,Kepler-452b,Cryo-Chamber,0
10782,68.0,1.5375973931101492,Kepler-452b,Standard Box,0
10783,94.8,7.989876454906472,Earth,Cryo-Chamber,0
10784,50.1,5.082651264541237,Kepler-452b,,1
10785,488.2,5.88600426089475,Earth,Cryo-Chamber,0
10786,185.1,6.9030995411480855,Mars,Lead Container,0
10787,,2.9576750848793996,Mars,Cryo-Chamber,0
10788,134.0,5.946943798070457,Earth,Plastic Wrap,0
10789,598.6,4.464717818202413,Jupiter-Moon,Lead Container,0
10790,43.3,6.693541550432988,Earth,Plastic Wrap,0
10791,186.5,0.7455451592970093,Earth,Lead Container,0
10792,151.0,4.801811399517462,Mars,Cryo-Chamber,0
10793,199.1,3.7943586884320766,Jupiter-Moon,Plastic Wrap,0
10794,13.7,5.864525901268311,Kepler-452b,Cryo-Chamber,0
10795,,5.940088374736404,Jupiter-Moon,Lead Container,0
10796,548.0,3.584748210355948,Jupiter-Moon,Plastic Wrap,0
10797,176.5,3.575652271647913,Mars,Standard Box,0
10798,248.6,4.778669262885341,Earth,Cryo-Chamber,0
10799,521.5,3.2067155453695837,Earth,Lead Container,0
10800,255.7,6.683967390904254,Mars,Plastic Wrap,0
10801,43.1,4.261585599105108,Jupiter-Moon,Cryo-Chamber,0
10802,181.7,0.0,Mars,Plastic Wrap,0
10803,196.6,4.250355886756388,Jupiter-Moon,,0
10804,120.4,2.9229123583120553,Mars,Cryo-Chamber,0
10805,276.7,1.737448369078109,Earth,Cryo-Chamber,0
10806,554.7,2.525146723554855,Earth,Plastic Wrap,0
10807,529.6,5.21881694366594,Kepler-452b,Plastic Wrap,0
10808,129.9,7.657281656496462,Jupiter-Moon,Cryo-Chamber,0
10809,34.0,5.62636894772996,Kepler-452b,Standard Box,0
10810,847.8,3.786993223568521,Earth,Standard Box,0
10811,375.1,5.911808390341405,Unknown,,0
10812,36.6,4.081819379562017,Earth,Lead Container,0
10813,517.3,3.610799261673711,Earth,Standard Box,0
10814,417.9,2.691274663534031,Unknown,Plastic Wrap,0
10815,156.3,1.4963423864965617,Earth,Standard Box,0
10816,188.9,4.22015258688111,Jupiter-Moon,,0
10817,111.8,5.316106979840264,Earth,Lead Container,0
10818,21.3,4.80675265997022,Mars,Plastic Wrap,0
10819,91.7,4.168066144105283,Kepler-452b,Plastic Wrap,0
10820,334.8,3.1085078786064377,Mars,Plastic Wrap,0
10821,10.9,6.216492383369937,Jupiter-Moon,Standard Box,1
10822,91.1,2.36573616010683,Earth,Cryo-Chamber,0
10823,111.6,6.552055827686951,Jupiter-Moon,Plastic Wrap,0
10824,164.2,2.9955659621465505,Mars,Standard Box,0
10825,514.8,3.49512952529393,Earth,Standard Box,0
10826,95.0,2.066429618768646,Mars,Standard Box,0
10827,95.2,3.9971957062287267,Earth,Cryo-Chamber,0
10828,277.5,6.950624916955958,Kepler-452b,Cryo-Chamber,0
10829,130.4,6.031256176887913,Mars,Cryo-Chamber,0
10830,,6.95684422405607,Earth,Cryo-Chamber,0
10831,130.5,6.044285091867872,Mars,Lead Container,0
10832,40.4,2.7926603429392616,Mars,,0
10833,48.8,4.338421551344886,Jupiter-Moon,Cryo-Chamber,0
10834,148.0,3.439601741765075,Unknown,Cryo-Chamber,0
10835,118.6,7.661149808078081,Mars,Plastic Wrap,0
10836,502.7,2.606422707147377,Kepler-452b,Plastic Wrap,0
10837,100.0,6.787395378778221,Mars,Cryo-Chamber,0
10838,183.8,6.785907740217539,Earth,Lead Container,0
10839,210.1,8.659240403432175,Jupiter-Moon,,0
10840,12.6,4.1806268147410055,Mars,Standard Box,0
10841,227.9,6.424644319160324,Jupiter-Moon,Plastic Wrap,0
10842,49.2,9.563303673077685,Kepler-452b,Standard Box,0
10843,659.2,3.764716646132607,Mars,,0
10844,42.2,1.9299195049352806,Kepler-452b,Cryo-Chamber,0
10845,117.1,1.2399799321844727,Jupiter-Moon,Plastic Wrap,0
10846,27.8,6.425424057722663,Mars,Cryo-Chamber,0
10847,1163.6,1.2336995838828324,Jupiter-Moon,Cryo-Chamber,0
10848,149.5,4.255361894124154,Mars,,0
10849,191.0,20.87462637407792,Unknown,Standard Box,1
10850,23.9,5.370351073659828,Jupiter-Moon,Standard Box,0
10851,287.2,5.850889728368345,Earth,Plastic Wrap,0
10852,57.1,5.444579711601708,Mars,Cryo-Chamber,0
10853,,7.557731626626786,Jupiter-Moon,Standard Box,0
10854,55.9,3.095367238522406,Earth,Lead Container,0
10855,52.3,3.6460097230829374,Earth,Cryo-Chamber,0
10856,17.4,3.454681109458352,Mars,Plastic Wrap,0
10857,,6.66038362372522,Mars,Cryo-Chamber,0
10858,176.4,6.800797176790127,Mars,Lead Container,0
10859,23.6,5.902450638637016,Earth,Lead Container,0
10860,308.8,7.366987333779855,Earth,Standard Box,0
10861,130.8,2.6439182652472386,Jupiter-Moon,Lead Container,0
10862,158.6,8.334448223102275,Mars,Cryo-Chamber,0
10863,126.2,8.046477243424516,Earth,Standard Box,0
10864,112.4,6.471243994491493,Mars,Lead Container,0
10865,174.0,8.56359781754212,Mars,Standard Box,0
10866,43.7,1.6867535846444524,Earth,Standard Box,0
10867,50.2,18.951103727474695,Earth,Plastic Wrap,1
10868,405.8,18.529393078636097,Earth,Standard Box,1
10869,594.2,6.442958647514686,Kepler-452b,Standard Box,0
10870,103.5,2.899718520795709,Jupiter-Moon,Lead Container,0
10871,73.1,6.514990298674971,Jupiter-Moon,Cryo-Chamber,0
10872,216.6,7.741072287993427,Jupiter-Moon,Cryo-Chamber,0
10873,115.1,6.390405800167999,Jupiter-Moon,Lead Container,0
10874,15.1,5.567502047323003,Mars,Cryo-Chamber,0
10875,44.0,3.0242533181985016,Jupiter-Moon,Standard Box,0
10876,261.7,3.306298067749271,Earth,Plastic Wrap,0
10877,225.1,7.499237810593334,Jupiter-Moon,Standard Box,0
10878,15.5,6.558698007810665,Jupiter-Moon,Standard Box,1
10879,60.2,4.921960961244912,Mars,Plastic Wrap,0
10880,62.6,4.164180908468219,Mars,,0
10881,232.9,0.9483842537772462,Earth,Standard Box,0
10882,14.0,2.8582951626311224,Jupiter-Moon,Standard Box,1
10883,32.0,8.822838174279447,Jupiter-Moon,Lead Container,0
10884,331.8,2.4390888579950665,Kepler-452b,Standard Box,0
10885,49.3,5.378959642442162,Mars,Standard Box,0
10886,221.5,7.014887946390397,Jupiter-Moon,Cryo-Chamber,0
10887,64.4,2.490154663995415,Mars,Lead Container,0
10888,30.9,5.3694209495621665,Kepler-452b,Standard Box,0
10889,65.7,6.87583107502131,Mars,,0
10890,266.2,5.0249986438145005,Mars,Plastic Wrap,0
10891,397.2,10.736806111333536,Mars,Plastic Wrap,0
10892,364.7,1.6628014822436095,Jupiter-Moon,Plastic Wrap,0
10893,111.2,7.117457059767758,Unknown,Standard Box,0
10894,230.6,4.654396525207071,Earth,Standard Box,0
10895,55.9,6.54384030967335,Earth,Plastic Wrap,0
10896,79.4,5.8826143033984915,Kepler-452b,Cryo-Chamber,0
10897,463.3,3.533687605780007,Mars,Cryo-Chamber,0
10898,12.6,5.45799278491868,Jupiter-Moon,Cryo-Chamber,1
10899,27.9,1.2841970972034256,Mars,Cryo-Chamber,0
10900,56.6,6.2064950011427875,Earth,,0
10901,15.4,5.596316931981051,Jupiter-Moon,Plastic Wrap,1
10902,50.0,6.277320337286205,Jupiter-Moon,Standard Box,0
10903,185.0,7.116236650174301,Mars,Plastic Wrap,0
10904,119.4,5.735239680419422,Mars,,0
10905,456.4,5.296178839596553,Kepler-452b,Standard Box,0
10906,,3.2378633266774157,Earth,Lead Container,0
10907,93.7,3.575558472701898,Kepler-452b,Plastic Wrap,0
10908,70.1,7.3734692403546624,Earth,Standard Box,0
10909,105.5,7.8726708114119575,Mars,Standard Box,0
10910,188.5,4.523779127375892,Kepler-452b,,0
10911,72.4,5.092005494506548,Jupiter-Moon,Cryo-Chamber,0
10912,205.7,3.190771250012468,Mars,Plastic Wrap,0
10913,115.3,7.34551369053489,Jupiter-Moon,Lead Container,0
10914,170.6,6.330833647383558,Mars,Standard Box,0
10915,124.6,8.882434872927497,Earth,Cryo-Chamber,0
10916,79.8,3.243353845640522,Unknown,Plastic Wrap,0
10917,603.1,4.243984201963565,Jupiter-Moon,,0
10918,298.5,5.462891845051145,Jupiter-Moon,Plastic Wrap,0
10919,40.2,6.292979075451541,Mars,Cryo-Chamber,0
10920,415.7,4.568664724904735,Earth,Lead Container,0
10921,143.7,3.254077819092599,Earth,Standard Box,0
10922,459.9,6.762815057847142,Mars,Cryo-Chamber,0
10923,331.7,6.442270725091163,Jupiter-Moon,Standard Box,0
10924,120.8,3.16745179887255,Mars,Plastic Wrap,0
