CustomerID,Age,Total_Spent,Last_Login_Days_Ago,Support_Tickets,Region,Subscription_Type,Churn
CUST_1281,25,446.98,25,0.0,North,Basic,No
CUST_1282,56,295.25,31,0.0,East,Premium,No
CUST_1283,57,1812.96,95,1.0,North,None,No
CUST_1284,31,774.1,1,1.0,East,Basic,No
CUST_1285,49,,57,3.0,East,Basic,No
CUST_1286,68,1989.51,4,0.0,East,Premium,No
CUST_1287,55,238.1,77,2.0,North,None,No
CUST_1288,50,,101,0.0,East,Basic,Yes
CUST_1289,40,603.4,19,1.0,North,Premium,No
CUST_1290,32,3222.46,1,0.0,East,Premium,No
CUST_1291,50,630.14,2,0.0,East,Premium,No
CUST_1292,42,5427.08,127,0.0,West,Premium,No
CUST_1293,34,3644.65,6,0.0,North,Premium,Yes
CUST_1294,50,1455.27,100,0.0,East,Basic,Yes
CUST_1295,64,1540.29,5,2.0,East,Basic,No
CUST_1296,72,1453.9,4,1.0,West,Premium,No
CUST_1297,19,1286.55,61,1.0,East,Basic,No
CUST_1298,31,760.33,56,0.0,North,Premium,No
CUST_1299,70,853.9,64,0.0,South,Premium,No
CUST_1300,57,376.17,30,4.0,East,Basic,Yes
CUST_1301,57,120.3,71,1.0,East,Premium,No
CUST_1302,68,3307.91,68,0.0,West,Premium,No
CUST_1303,56,1283.39,75,0.0,North,Basic,No
CUST_1304,68,1103.47,5,1.0,West,Basic,No
CUST_1305,23,1633.45,71,0.0,North,None,No
CUST_1306,23,478.95,9,0.0,West,Basic,No
CUST_1307,20,403.0,23,2.0,West,Premium,No
CUST_1308,24,825.77,22,1.0,East,Basic,No
CUST_1309,68,4307.44,1,1.0,East,Basic,No
CUST_1310,25,340.79,1,0.0,North,Basic,No
CUST_1311,59,79.28,78,0.0,North,Premium,Yes
CUST_1312,69,651.06,1,3.0,North,Basic,No
CUST_1313,32,3438.19,19,2.0,North,Basic,No
CUST_1314,64,193.92,1,0.0,East,Premium,No
CUST_1315,46,336.88,19,0.0,North,Basic,No
CUST_1316,50,1427.31,9,0.0,West,Basic,No
CUST_1317,69,14327.08,81,0.0,South,Basic,No
CUST_1318,47,281.97,6,1.0,East,Basic,No
CUST_1319,56,271.26,98,4.0,East,Premium,No
CUST_1320,44,1538.71,75,0.0,South,Basic,No
CUST_1321,53,3658.01,11,0.0,North,Basic,No
CUST_1322,46,587.51,42,2.0,South,None,No
CUST_1323,55,216.72,50,0.0,East,None,Yes
CUST_1324,74,1692.14,63,4.0,East,None,No
CUST_1325,50,2028.07,67,1.0,South,None,No
CUST_1326,54,6494.14,37,3.0,West,Premium,No
CUST_1327,44,2115.29,1,0.0,North,Premium,Yes
CUST_1328,72,2510.07,55,0.0,East,Premium,No
CUST_1329,50,843.75,20,0.0,South,Premium,No
CUST_1330,21,12600.66,1,0.0,East,Premium,No
CUST_1331,39,736.46,45,0.0,West,Basic,No
CUST_1332,19,594.71,1,4.0,East,None,Yes
CUST_1333,27,6697.67,11,2.0,South,Premium,No
CUST_1334,22,251.08,30,1.0,North,None,Yes
CUST_1335,27,172.88,1,0.0,West,Basic,No
CUST_1336,50,1235.9,35,1.0,East,Basic,No
CUST_1337,71,1094.73,17,1.0,North,Basic,No
CUST_1338,55,873.15,1,0.0,East,Premium,No
CUST_1339,30,2962.92,31,3.0,South,Basic,No
CUST_1340,48,442.21,1,0.0,North,Basic,No
CUST_1341,64,1169.31,33,0.0,West,Basic,No
CUST_1342,53,765.01,48,,East,Basic,No
CUST_1343,62,449.79,42,1.0,South,Premium,No
CUST_1344,41,1030.87,61,1.0,East,None,Yes
CUST_1345,69,2572.4,76,0.0,West,Basic,No
CUST_1346,73,9141.39,26,0.0,North,Premium,No
CUST_1347,32,1957.49,73,0.0,East,Basic,No
CUST_1348,46,89.05,26,0.0,East,Basic,No
CUST_1349,25,1055.6,2,0.0,North,Premium,No
CUST_1350,22,1152.63,14,0.0,East,Premium,No
CUST_1351,46,2796.74,40,0.0,North,None,No
CUST_1352,64,1319.24,73,2.0,East,Basic,No
CUST_1353,21,3839.47,30,0.0,West,None,No
CUST_1354,29,1622.41,3,1.0,North,Basic,No
CUST_1355,62,5212.41,87,0.0,West,Basic,No
CUST_1356,19,707.16,1,0.0,East,Basic,No
CUST_1357,44,1266.92,3,0.0,South,Premium,No
CUST_1358,48,2506.5,65,0.0,East,Basic,No
CUST_1359,68,618.81,100,0.0,North,Basic,No
CUST_1360,68,497.69,49,2.0,West,Premium,No
CUST_1361,53,584.44,39,3.0,East,Basic,No
CUST_1362,53,518.42,18,0.0,East,Basic,No
CUST_1363,43,1849.3,51,0.0,East,Basic,No
CUST_1364,60,175.07,35,4.0,East,Basic,No
CUST_1365,44,231.37,1,0.0,West,Premium,No
CUST_1366,22,7063.86,17,1.0,East,Premium,No
CUST_1367,37,531.08,1,4.0,West,Basic,No
CUST_1368,28,1339.45,30,4.0,East,Basic,No
CUST_1369,27,247.36,36,0.0,North,None,No
CUST_1370,57,1204.87,95,0.0,West,Premium,No
CUST_1371,55,534.32,6,0.0,East,Premium,No
CUST_1372,23,229.73,22,2.0,East,Basic,No
CUST_1373,25,4175.21,80,3.0,West,Basic,No
CUST_1374,40,3578.02,102,1.0,North,None,No
CUST_1375,64,985.0,48,1.0,South,Premium,No
CUST_1376,43,2979.23,19,1.0,North,Basic,No
CUST_1377,63,7356.16,11,1.0,East,Basic,No
CUST_1378,60,2331.05,1,2.0,West,Basic,No
CUST_1379,29,1771.67,1,1.0,West,Basic,No
CUST_1380,43,1338.02,34,0.0,East,None,No
CUST_1381,30,2099.59,22,0.0,,None,No
CUST_1382,57,762.1,54,1.0,West,Basic,No
CUST_1383,35,831.61,22,0.0,East,Basic,No
CUST_1384,42,1721.4,1,0.0,North,Premium,No
CUST_1385,50,682.75,43,2.0,East,Basic,No
CUST_1386,64,760.67,130,1.0,West,Premium,No
CUST_1387,57,1096.84,17,3.0,West,Premium,No
CUST_1388,60,3465.48,35,0.0,East,Premium,No
CUST_1389,29,353.31,63,1.0,West,Premium,No
CUST_1390,61,2342.98,7,0.0,North,Premium,No
CUST_1391,53,2420.66,80,3.0,North,None,Yes
CUST_1392,65,2406.22,1,0.0,West,Basic,No
CUST_1393,21,489.44,13,1.0,North,None,No
CUST_1394,22,201.81,17,1.0,North,Basic,No
CUST_1395,73,1919.27,36,0.0,South,Basic,No
CUST_1396,54,1322.84,1,4.0,East,Basic,No
CUST_1397,25,2994.03,84,2.0,East,Premium,No
CUST_1398,59,544.28,46,0.0,South,Basic,No
CUST_1399,66,2345.18,74,0.0,West,None,No
CUST_1400,45,3147.65,94,0.0,West,Premium,No
CUST_1401,48,996.94,1,0.0,South,Basic,No
CUST_1402,26,1663.92,1,2.0,South,Premium,No
CUST_1403,71,1606.75,75,4.0,East,None,No
CUST_1404,68,482.28,18,0.0,East,Premium,No
CUST_1405,46,1865.15,1,0.0,South,Basic,No
CUST_1406,31,5555.25,53,0.0,South,None,No
CUST_1407,57,1121.26,128,0.0,South,Premium,No
CUST_1408,58,254.44,25,0.0,North,Basic,No
CUST_1409,39,551.57,68,0.0,East,Basic,No
CUST_1410,28,185.04,1,0.0,East,Basic,No
CUST_1411,40,3984.87,1,1.0,East,None,No
CUST_1412,18,2354.55,66,1.0,East,Basic,No
CUST_1413,63,664.23,51,0.0,South,Basic,No
CUST_1414,54,265.59,11,2.0,East,None,Yes
CUST_1415,38,476.61,98,1.0,North,Basic,Yes
CUST_1416,43,579.24,1,2.0,East,None,Yes
CUST_1417,63,1223.42,1,0.0,East,Basic,No
CUST_1418,53,1182.94,8,2.0,East,Premium,No
CUST_1419,71,4194.09,15,2.0,East,Basic,No
CUST_1420,40,548.53,88,0.0,East,None,No
CUST_1421,74,242.7,31,0.0,West,Premium,No
CUST_1422,18,344.82,22,3.0,East,None,No
CUST_1423,71,1071.67,1,1.0,East,Premium,No
CUST_1424,72,529.18,73,3.0,West,Basic,Yes
CUST_1425,68,818.92,1,1.0,East,Basic,No
CUST_1426,57,696.43,1,1.0,East,Basic,Yes
CUST_1427,32,2952.0,13,0.0,North,Premium,No
CUST_1428,38,609.74,36,0.0,South,None,No
CUST_1429,64,751.94,1,4.0,East,Basic,No
CUST_1430,26,2246.85,58,0.0,East,Premium,No
CUST_1431,70,623.29,18,0.0,South,None,No
CUST_1432,26,1674.4,72,1.0,West,Basic,No
CUST_1433,27,1527.65,50,1.0,South,None,Yes
CUST_1434,69,1263.66,101,0.0,East,Basic,No
CUST_1435,74,352.69,12,0.0,South,Premium,No
CUST_1436,70,3750.99,63,0.0,East,Basic,Yes
CUST_1437,43,10103.97,1,0.0,West,Basic,No
CUST_1438,58,1106.36,145,1.0,South,Basic,Yes
CUST_1439,52,385.15,61,0.0,North,None,No
CUST_1440,69,1129.02,18,2.0,East,None,Yes
CUST_1441,42,2950.88,19,2.0,East,Basic,No
CUST_1442,43,592.77,20,1.0,East,None,No
CUST_1443,28,964.01,103,0.0,West,Premium,No
CUST_1444,55,1541.72,65,0.0,North,None,No
CUST_1445,19,3652.06,12,0.0,East,Basic,No
CUST_1446,24,2381.35,1,0.0,East,Basic,No
CUST_1447,35,2482.12,77,2.0,West,Premium,No
CUST_1448,44,716.04,63,0.0,West,Basic,No
CUST_1449,51,1639.13,58,2.0,East,Basic,No
CUST_1450,44,532.74,26,0.0,East,Basic,No
CUST_1451,34,2554.28,18,0.0,North,Basic,No
CUST_1452,60,3467.61,97,4.0,South,Basic,No
CUST_1453,61,1907.15,101,1.0,East,None,Yes
CUST_1454,68,759.45,55,0.0,East,Basic,Yes
CUST_1455,71,894.51,68,0.0,East,Basic,No
CUST_1456,41,6677.62,39,0.0,East,Premium,No
CUST_1457,42,772.24,1,1.0,South,Premium,No
CUST_1458,24,3133.78,1,0.0,East,Premium,No
CUST_1459,69,1539.01,75,1.0,North,Premium,No
CUST_1460,23,785.14,80,1.0,North,Basic,No
CUST_1461,70,285.82,72,3.0,North,Basic,No
CUST_1462,41,1355.06,43,0.0,West,Premium,No
CUST_1463,50,1201.23,73,0.0,North,None,No
CUST_1464,66,6677.74,27,1.0,West,Premium,No
CUST_1465,46,463.96,54,0.0,North,Basic,No
CUST_1466,60,10880.95,21,0.0,East,Basic,No
CUST_1467,39,1601.68,1,0.0,West,Basic,No
CUST_1468,43,1600.11,64,0.0,East,Premium,No
CUST_1469,45,606.03,81,0.0,North,Basic,No
CUST_1470,67,1502.23,128,0.0,South,Basic,Yes
CUST_1471,38,1759.97,40,3.0,West,Basic,No
CUST_1472,66,2799.87,1,1.0,South,Basic,No
CUST_1473,24,412.27,16,0.0,East,Basic,Yes
CUST_1474,34,4477.32,24,0.0,East,Basic,No
CUST_1475,37,1574.06,35,1.0,South,Premium,No
CUST_1476,58,2014.71,48,2.0,North,Basic,No
CUST_1477,66,879.24,44,0.0,East,Premium,No
CUST_1478,37,433.49,61,2.0,East,Basic,Yes
CUST_1479,71,1179.36,37,1.0,South,Basic,No
CUST_1480,39,1322.52,1,0.0,East,Premium,No
CUST_1481,45,274.4,39,4.0,West,Basic,Yes
CUST_1482,57,2424.27,33,1.0,West,Premium,No
CUST_1483,66,2970.62,52,2.0,North,Premium,No
CUST_1484,24,528.65,15,0.0,South,None,Yes
CUST_1485,18,394.42,38,1.0,West,Basic,No
CUST_1486,49,810.0,52,1.0,North,Basic,No
CUST_1487,30,1123.15,23,0.0,North,Premium,No
CUST_1488,47,842.04,57,1.0,West,Basic,No
CUST_1489,40,1031.82,32,0.0,South,Basic,No
CUST_1490,68,1368.51,36,0.0,South,Premium,No
CUST_1491,73,279.14,1,0.0,South,Basic,No
CUST_1492,36,313.16,1,1.0,West,Basic,No
CUST_1493,49,72.08,1,3.0,South,Premium,No
CUST_1494,47,2814.51,38,0.0,West,None,No
CUST_1495,46,1113.46,80,1.0,East,None,No
CUST_1496,66,3127.07,25,0.0,East,Basic,No
CUST_1497,62,351.52,63,3.0,South,Premium,No
CUST_1498,46,1123.73,55,1.0,North,Basic,No
CUST_1499,47,1359.44,35,1.0,East,Basic,No
CUST_1500,33,625.29,52,1.0,South,Premium,No
CUST_1501,57,231.96,39,0.0,West,Basic,No
CUST_1502,36,6284.69,24,0.0,East,Basic,No
CUST_1503,35,,45,4.0,East,None,No
CUST_1504,18,748.5,87,0.0,South,None,No
CUST_1505,31,1826.63,48,1.0,East,Premium,No
CUST_1506,68,675.34,38,4.0,South,None,No
CUST_1507,64,405.29,1,0.0,South,Premium,No
CUST_1508,67,6817.59,86,2.0,West,Basic,No
CUST_1509,19,,1,3.0,East,Premium,No
CUST_1510,71,824.27,1,1.0,East,Basic,No
CUST_1511,45,1193.12,44,0.0,East,Basic,No
CUST_1512,66,5717.21,1,0.0,East,None,No
CUST_1513,67,2688.1,73,0.0,South,Basic,No
CUST_1514,47,205.97,1,2.0,North,Basic,No
CUST_1515,55,1093.62,68,2.0,West,Basic,No
CUST_1516,68,1119.97,62,1.0,North,Basic,No
CUST_1517,21,872.76,34,0.0,East,None,Yes
CUST_1518,18,2038.17,1,0.0,North,Premium,No
CUST_1519,25,267.97,1,1.0,South,Premium,No
CUST_1520,46,728.77,39,1.0,North,Premium,No
CUST_1521,72,1770.15,20,3.0,East,Premium,No
CUST_1522,56,2163.7,59,1.0,East,Premium,No
CUST_1523,20,1273.37,27,2.0,North,Premium,No
CUST_1524,49,821.89,23,1.0,South,None,Yes
CUST_1525,27,972.68,1,1.0,West,None,No
CUST_1526,27,2299.41,62,0.0,South,None,No
CUST_1527,36,1134.45,4,3.0,West,Premium,No
CUST_1528,63,386.89,14,1.0,West,None,No
CUST_1529,51,319.42,1,0.0,West,Basic,No
CUST_1530,50,247.24,1,0.0,West,None,Yes
CUST_1531,40,4701.24,88,0.0,South,None,No
CUST_1532,72,2458.88,61,0.0,West,None,No
CUST_1533,45,985.86,62,0.0,West,None,No
CUST_1534,49,696.6,21,0.0,West,Basic,No
CUST_1535,67,617.74,1,,North,Basic,No
CUST_1536,24,3272.26,114,0.0,West,Basic,No
CUST_1537,46,7364.55,46,2.0,East,Premium,No
CUST_1538,25,598.61,35,0.0,East,Basic,No
CUST_1539,18,3423.49,15,1.0,North,Basic,No
CUST_1540,74,1127.79,1,0.0,North,Premium,No
CUST_1541,72,886.76,75,0.0,West,Premium,No
CUST_1542,20,4935.52,1,0.0,East,None,No
CUST_1543,41,1085.54,51,2.0,South,Premium,No
CUST_1544,40,1474.93,60,1.0,West,Premium,No
CUST_1545,25,1405.68,43,0.0,North,Premium,No
CUST_1546,71,215.81,48,1.0,South,None,Yes
CUST_1547,74,1463.24,83,0.0,South,Basic,No
CUST_1548,64,624.72,1,4.0,South,Basic,No
CUST_1549,54,264.77,36,4.0,South,None,Yes
CUST_1550,20,653.84,20,1.0,North,Premium,No
CUST_1551,68,648.47,1,1.0,North,Premium,Yes
CUST_1552,50,3071.38,41,2.0,East,Basic,No
CUST_1553,45,378.5,80,1.0,West,Basic,No
CUST_1554,64,497.78,85,1.0,East,Premium,No
CUST_1555,25,1387.68,104,4.0,South,Basic,No
CUST_1556,51,291.26,1,1.0,North,Basic,No
CUST_1557,52,567.36,95,1.0,West,Basic,No
CUST_1558,49,207.58,37,2.0,West,Premium,No
CUST_1559,41,2751.8,94,1.0,South,Premium,No
CUST_1560,31,811.3,14,1.0,South,None,No
CUST_1561,49,1079.32,8,0.0,East,Premium,Yes
CUST_1562,73,2740.81,1,0.0,East,None,Yes
CUST_1563,63,532.58,61,0.0,East,Premium,No
CUST_1564,60,802.73,50,0.0,East,Premium,No
CUST_1565,33,381.33,1,0.0,East,Basic,No
CUST_1566,21,380.5,1,,West,Basic,No
CUST_1567,69,436.77,46,1.0,North,Premium,No
CUST_1568,54,670.16,51,1.0,West,Basic,No
CUST_1569,71,746.36,1,0.0,South,Premium,No
CUST_1570,38,1463.57,1,2.0,East,Premium,No
CUST_1571,31,449.79,56,1.0,East,None,Yes
CUST_1572,48,1509.65,104,1.0,East,None,No
CUST_1573,72,1781.13,10,0.0,East,Basic,No
CUST_1574,65,686.89,1,0.0,South,Basic,No
CUST_1575,35,490.43,41,1.0,North,Premium,No
CUST_1576,24,1194.02,55,1.0,East,Basic,No
CUST_1577,27,895.23,15,3.0,East,Basic,No
CUST_1578,24,1366.97,111,2.0,North,None,No
CUST_1579,50,5270.43,66,4.0,West,None,No
CUST_1580,40,1174.55,14,1.0,North,Premium,No
CUST_1581,38,578.69,1,4.0,South,Premium,No
CUST_1582,36,449.94,82,2.0,North,Basic,No
CUST_1583,65,467.69,77,0.0,East,Premium,No
CUST_1584,36,253.97,17,0.0,South,Basic,Yes
CUST_1585,53,2787.06,44,0.0,East,Premium,No
CUST_1586,46,,23,0.0,North,Basic,Yes
CUST_1587,35,1786.66,50,0.0,North,None,Yes
CUST_1588,19,460.33,1,0.0,East,Premium,No
CUST_1589,18,656.94,1,1.0,East,Premium,No
CUST_1590,64,446.76,62,0.0,South,None,No
CUST_1591,22,4655.78,67,0.0,North,Basic,No
CUST_1592,37,1114.67,10,1.0,West,Basic,No
CUST_1593,28,2417.23,1,2.0,North,None,No
CUST_1594,59,4025.99,75,4.0,West,None,No
CUST_1595,19,1291.3,1,1.0,East,Premium,No
CUST_1596,20,,32,0.0,South,Basic,No
CUST_1597,40,879.5,27,,East,Premium,No
CUST_1598,72,522.04,1,0.0,West,Basic,No
CUST_1599,29,662.81,37,0.0,South,Premium,No
CUST_1600,37,997.62,33,0.0,South,Basic,No
CUST_1601,22,958.96,44,4.0,South,None,No
CUST_1602,54,1655.92,36,0.0,West,Basic,No
CUST_1603,55,1914.68,115,0.0,East,None,No
CUST_1604,47,958.97,76,0.0,North,Basic,No
CUST_1605,26,1641.67,31,1.0,North,Basic,No
CUST_1606,51,633.11,35,0.0,North,None,No
CUST_1607,70,4083.79,100,0.0,South,Basic,No
CUST_1608,61,622.96,64,0.0,North,Premium,No
CUST_1609,52,3630.72,1,0.0,East,Basic,No
CUST_1610,69,250.62,67,0.0,North,Premium,No
CUST_1611,39,749.64,79,0.0,South,Basic,Yes
CUST_1612,61,787.62,94,0.0,East,Basic,No
CUST_1613,41,1449.53,13,1.0,South,Premium,No
CUST_1614,34,2596.23,11,1.0,North,Basic,No
CUST_1615,27,314.38,1,1.0,North,Basic,No
CUST_1616,47,362.13,42,0.0,North,Premium,No
CUST_1617,73,269.91,59,0.0,West,Premium,No
CUST_1618,63,4105.92,9,0.0,East,Basic,No
CUST_1619,40,1476.76,24,0.0,North,Premium,No
CUST_1620,49,370.79,1,0.0,South,None,No
CUST_1621,34,704.09,90,0.0,South,Basic,No
CUST_1622,67,3575.15,1,1.0,East,Premium,No
CUST_1623,68,830.38,44,2.0,East,Premium,No
CUST_1624,34,782.75,39,1.0,East,Basic,No
CUST_1625,31,502.05,31,0.0,South,Basic,No
CUST_1626,26,393.47,32,1.0,North,Basic,No
CUST_1627,57,3580.74,1,0.0,East,Premium,No
CUST_1628,19,5848.27,16,1.0,West,Basic,No
CUST_1629,62,409.45,68,0.0,West,None,No
CUST_1630,42,4469.1,80,0.0,North,Premium,No
CUST_1631,56,673.58,13,2.0,East,Basic,No
CUST_1632,26,1869.91,1,1.0,East,Premium,No
CUST_1633,71,4492.72,1,0.0,West,None,Yes
CUST_1634,39,948.54,104,0.0,South,Basic,No
CUST_1635,60,790.02,1,0.0,East,Basic,No
CUST_1636,63,2443.24,26,3.0,North,Premium,Yes
CUST_1637,21,361.42,86,1.0,East,Basic,No
CUST_1638,43,3453.22,8,4.0,South,Basic,No
CUST_1639,46,1264.98,23,0.0,East,Basic,No
CUST_1640,62,615.39,61,1.0,West,Basic,No
CUST_1641,51,599.34,98,1.0,South,Basic,No
CUST_1642,40,274.94,4,0.0,East,None,No
CUST_1643,54,641.51,85,0.0,North,None,Yes
CUST_1644,28,842.15,18,1.0,South,Basic,No
CUST_1645,23,379.44,1,1.0,South,Basic,No
CUST_1646,35,1047.89,39,1.0,North,Basic,No
CUST_1647,38,1759.73,1,1.0,West,Basic,No
CUST_1648,59,885.83,48,1.0,North,Basic,No
CUST_1649,53,2127.55,155,1.0,East,Basic,No
CUST_1650,58,489.24,74,0.0,West,None,Yes
CUST_1651,55,2991.06,25,0.0,West,Basic,No
CUST_1652,51,1238.7,72,1.0,East,Basic,No
CUST_1653,34,5142.31,1,4.0,North,Basic,No
CUST_1654,54,12261.47,1,0.0,West,Basic,No
CUST_1655,42,685.23,26,0.0,South,None,No
CUST_1656,55,714.04,33,0.0,West,Basic,Yes
CUST_1657,29,857.27,1,0.0,East,None,No
CUST_1658,40,1989.63,17,0.0,East,Basic,No
CUST_1659,70,4129.74,24,1.0,North,Premium,No
CUST_1660,59,570.89,91,0.0,East,None,No
CUST_1661,39,1605.59,1,1.0,West,Basic,No
CUST_1662,38,957.26,1,2.0,West,Basic,No
CUST_1663,44,2034.71,37,4.0,North,Premium,No
CUST_1664,74,4961.47,76,0.0,West,Basic,Yes
CUST_1665,48,862.36,52,1.0,North,Premium,No
CUST_1666,23,206.47,42,0.0,East,Basic,No
CUST_1667,44,2307.46,18,0.0,East,Basic,No
CUST_1668,57,476.89,57,1.0,North,Basic,Yes
CUST_1669,51,950.4,63,1.0,North,None,No
CUST_1670,29,2409.15,19,0.0,East,Basic,No
CUST_1671,62,1476.45,1,4.0,South,Basic,No
CUST_1672,74,990.57,1,,North,Premium,No
CUST_1673,70,616.54,65,1.0,East,Basic,No
CUST_1674,24,60.35,1,1.0,West,Basic,No
CUST_1675,27,2204.64,97,0.0,East,Basic,No
CUST_1676,62,851.54,11,1.0,North,Premium,No
CUST_1677,34,4980.75,42,0.0,North,Premium,No
CUST_1678,43,1632.76,58,2.0,East,Basic,No
CUST_1679,38,638.34,2,0.0,East,Basic,No
CUST_1680,45,3187.11,11,0.0,East,Premium,No
CUST_1681,63,3467.29,35,1.0,West,Premium,No
CUST_1682,19,880.92,1,0.0,South,Basic,No
CUST_1683,71,3617.88,1,0.0,North,Basic,No
CUST_1684,60,629.35,1,0.0,West,Basic,No
CUST_1685,18,1286.46,78,2.0,East,Premium,No
CUST_1686,68,1941.87,45,0.0,East,None,No
CUST_1687,70,2403.74,1,0.0,West,Basic,No
CUST_1688,53,2041.67,64,0.0,West,Basic,No
CUST_1689,68,786.3,1,0.0,East,Basic,No
CUST_1690,43,3273.77,1,0.0,South,Basic,No
CUST_1691,46,968.33,57,1.0,West,Basic,No
CUST_1692,38,620.78,95,0.0,East,None,Yes
CUST_1693,28,629.96,52,0.0,South,Basic,No
CUST_1694,57,7631.11,1,0.0,East,Premium,No
CUST_1695,28,522.18,29,0.0,South,Basic,No
CUST_1696,53,3990.35,19,0.0,West,None,No
CUST_1697,66,352.32,45,1.0,East,Premium,No
CUST_1698,56,1786.31,1,0.0,West,Basic,Yes
CUST_1699,57,1475.99,16,0.0,West,None,Yes
CUST_1700,52,5548.19,1,1.0,West,Basic,Yes
CUST_1701,71,569.98,38,0.0,East,Premium,No
CUST_1702,51,432.39,1,1.0,West,None,No
CUST_1703,72,976.03,47,0.0,South,Basic,No
CUST_1704,64,5795.3,1,0.0,North,Premium,No
CUST_1705,41,452.98,1,2.0,West,None,No
CUST_1706,71,82.4,61,0.0,East,None,No
CUST_1707,39,1164.17,49,2.0,North,Premium,No
CUST_1708,22,2834.22,84,1.0,North,Basic,No
CUST_1709,73,397.9,1,1.0,North,Premium,No
CUST_1710,50,2560.43,3,2.0,East,Premium,No
CUST_1711,53,389.2,35,2.0,East,Premium,No
CUST_1712,64,947.13,52,1.0,North,None,Yes
CUST_1713,37,2327.81,1,1.0,West,Basic,No
CUST_1714,36,334.47,47,0.0,South,Basic,No
CUST_1715,52,1314.9,7,0.0,East,Premium,Yes
CUST_1716,69,3695.88,1,0.0,East,None,No
CUST_1717,60,1761.52,1,0.0,East,Basic,No
CUST_1718,34,533.45,50,2.0,South,None,No
CUST_1719,62,5007.63,1,0.0,South,None,No
CUST_1720,60,2118.35,55,0.0,West,None,No
CUST_1721,51,170.64,41,1.0,North,None,No
CUST_1722,26,2602.54,19,0.0,West,None,No
CUST_1723,43,619.32,1,0.0,East,None,No
CUST_1724,19,1334.84,1,1.0,South,Premium,No
CUST_1725,70,3004.91,14,1.0,East,Basic,No
CUST_1726,26,632.95,1,1.0,North,Basic,No
CUST_1727,26,211.54,16,0.0,East,Basic,No
CUST_1728,57,4942.1,66,0.0,West,Basic,Yes
CUST_1729,34,3514.26,19,1.0,North,Basic,No
CUST_1730,18,1005.0,17,0.0,East,None,Yes
CUST_1731,42,2574.53,18,1.0,South,Premium,No
CUST_1732,60,757.95,70,2.0,East,Basic,No
CUST_1733,57,1208.3,81,0.0,North,Premium,No
CUST_1734,59,949.29,46,0.0,East,Basic,No
CUST_1735,42,789.23,35,,West,Basic,No
CUST_1736,56,1570.74,39,1.0,North,None,No
CUST_1737,52,327.61,87,0.0,East,Basic,No
CUST_1738,20,852.71,49,0.0,East,Premium,No
CUST_1739,67,1501.89,90,2.0,East,Basic,No
CUST_1740,54,6891.89,13,0.0,East,Premium,No
CUST_1741,61,341.2,1,0.0,East,None,Yes
CUST_1742,61,1845.59,3,1.0,North,Basic,No
CUST_1743,68,2059.36,7,0.0,West,None,No
CUST_1744,47,167.89,94,1.0,West,Basic,No
CUST_1745,55,1653.31,59,1.0,North,Premium,No
CUST_1746,51,2644.63,4,0.0,South,None,No
CUST_1747,29,1975.65,62,3.0,East,None,No
CUST_1748,36,1008.35,24,0.0,West,Basic,No
CUST_1749,54,1530.33,95,4.0,West,Basic,No
CUST_1750,61,1299.64,16,0.0,West,Premium,No
CUST_1751,66,202.46,1,0.0,North,Basic,No
CUST_1752,34,1330.51,22,0.0,West,Basic,No
CUST_1753,27,759.7,16,0.0,West,Premium,No
CUST_1754,74,541.95,1,1.0,South,Premium,No
CUST_1755,72,13160.43,53,1.0,South,Basic,No
CUST_1756,66,3837.65,86,1.0,East,Basic,No
CUST_1757,64,347.17,1,0.0,East,None,No
CUST_1758,29,1550.97,68,0.0,South,Premium,No
CUST_1759,33,4712.74,5,1.0,North,Premium,No
CUST_1760,41,245.62,29,0.0,North,Basic,No
CUST_1761,36,1184.39,24,1.0,South,Basic,No
CUST_1762,25,1241.5,29,1.0,South,Basic,No
CUST_1763,48,306.59,48,0.0,East,Premium,No
CUST_1764,38,1602.87,1,1.0,North,Basic,No
CUST_1765,34,3348.43,81,1.0,West,Premium,No
CUST_1766,40,4954.48,50,1.0,West,Premium,No
CUST_1767,54,854.6,63,0.0,West,Premium,No
CUST_1768,71,13381.72,1,0.0,East,Basic,No
CUST_1769,33,140.05,1,0.0,North,Premium,No
CUST_1770,23,1565.9,77,0.0,South,Premium,No
CUST_1771,25,,1,0.0,North,Basic,No
CUST_1772,42,1200.13,35,2.0,West,Basic,No
CUST_1773,35,650.73,70,1.0,South,Premium,No
CUST_1774,42,1820.52,24,1.0,East,Basic,No
CUST_1775,29,965.96,76,0.0,East,Basic,No
CUST_1776,32,480.11,19,3.0,West,Basic,No
CUST_1777,43,512.71,1,0.0,East,Basic,No
CUST_1778,58,7573.87,44,1.0,East,None,Yes
CUST_1779,62,1708.76,37,4.0,East,Premium,No
CUST_1780,43,199.91,137,1.0,East,Premium,No
CUST_1781,64,1902.24,1,4.0,North,None,No
CUST_1782,49,902.64,19,1.0,West,Premium,No
CUST_1783,27,1101.69,1,0.0,East,Premium,No
CUST_1784,33,2489.63,24,0.0,North,Basic,No
CUST_1785,24,3580.39,22,0.0,West,Premium,No
CUST_1786,34,464.6,1,0.0,East,Basic,No
CUST_1787,40,1064.5,48,1.0,West,Basic,No
CUST_1788,43,635.17,21,0.0,West,Basic,No
CUST_1789,38,1991.94,83,2.0,West,Basic,No
CUST_1790,39,869.31,4,0.0,North,Basic,No
CUST_1791,24,1129.19,104,0.0,North,Basic,No
